CODIGO	MUNICIPIO	ENDERECO	COORD_GEO_LAT_GRAU	COORD_GEO_LONG_GRAU	Altitude	RECURSO_HIDRICO	DATA_COLETA	ANO_COLETA	Alcalinidade	Condutividade	DBO	IQA_DBO	DQO	Escherichia coli	Fosfato orto	Fósforo total	IQA_Ptot	Nitrato	Nitrito	Nitrogênio orgânico	Nitrogênio amoniacal	Nitrogênio Kjeldahl	Nitrogênio total	IQA_NitroTot	Oxigênio dissolvido	%sat OD	IQA_OD	pH	IQA_pH	SDT	SST	Temperatura água	Temperatura ar	Transparência água	Turbidez	IQA_Turb	Vazao rio	Vazao	Coliformes termotol	IQA_coli	Sólidos totais	IQA_Sól_Tot	IQA_^OD	IQA_^temp_agua	IQA_^coli	IQA_^pH	IQA_^DBO	IQA_^NitroTot	IQA_^Ptot	IQA_^Turb	IQA_^Sól_Tot	IQA	latitude_corrigida	longitude_corrigida
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	10/11/2011	2011			1,000	88,37	23	290,00	0,042	0,120	71,31			1,470	0,100		1,570	87,93								22,50	24,50		39,00	45,16			362,50	28,42	76	86,08		1,580	1,652		1,000	1,565	1,532	1,356	1,428	0,000	-29,9338548	-50,6005399
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	28/07/2011	2011			1,000	88,37	23	260,00	0,066	0,123	70,71															15,00	14,00		42,00	43,01			325,00	29,32	83	86,03		1,580	1,660		1,000		1,531	1,351	1,428	0,000	-29,9338548	-50,6005399
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	21/03/2011	2011			1,000	88,37	18	90,00	0,073	0,381	36,94				0,090				2,800	33,646	24,12					25,00	27,00		30,00	52,25			112,50	38,87	91	85,85	1,718	1,580	1,732		1,000		1,435	1,372	1,428	0,000	-29,9338548	-50,6005399
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	11/05/2011	2011		62,80	1,000	88,37	28	52,00	0,074	0,141	67,23				0,040				8,000	82,784	88,18	7,30	92,52			17,30	18,40		39,00	45,16			65,00	44,42	76	86,08	2,141	1,580	1,767	1,722	1,000		1,523	1,356	1,428	0,000	-29,9507487	-50,9341363
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	28/07/2011	2011			1,000	88,37	25	410,00	0,039	0,075	80,92			0,650												15,50	16,00		68,00	28,22			512,50	25,69	92	85,81		1,580	1,627		1,000		1,552	1,306	1,428	0,000	-29,9507487	-50,9341363
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	21/03/2011	2011			1,000	88,37	30	16,00	0,070	0,444	34,08			0,580	0,110		0,690	94,51	5,700	69,177	73,99					25,50	26,00		72,00	26,45			20,00	57,71	109	84,92	2,079	1,580	1,837		1,000	1,576	1,423	1,300	1,427	0,000	-29,9507487	-50,9341363
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	10/11/2011	2011			1,000	88,37	31	10,00	0,065	0,120	71,31			1,230	0,170		1,400	89,16								26,00	23,50		93,00	18,82			12,50	63,54	127	83,28		1,580	1,864		1,000	1,567	1,532	1,265	1,424	0,000	-29,9507487	-50,9341363
87398950	GRAVATAI - RS	A PE NO TREVO, NA PONTE VELHA OU DE BARCO VINDO DA PRAINHA	-51,0006352	-29,9505472	7	RIO GRAVATAI	11/05/2011	2011		69,70	1,000	88,37	27	460,00	0,070	0,075	80,92				0,110				7,200	75,275	81,65	6,50	80,04			17,80	19,30		37,00	46,64			575,00	24,81	79	86,07	2,114	1,580	1,619	1,692	1,000		1,552	1,360	1,428	0,000	-29,9505472	-51,0006352
87398950	GRAVATAI - RS	A PE NO TREVO, NA PONTE VELHA OU DE BARCO VINDO DA PRAINHA	-51,0006352	-29,9505472	7	RIO GRAVATAI	28/07/2011	2011			2,000	78,12	20	1555,00	0,106	0,186	59,24			2,650	0,050		2,700	80,17								16,00	18,00		53,00	35,99			1943,75	16,68	101	85,42		1,580	1,525		1,072	1,550	1,504	1,332	1,427	0,000	-29,9505472	-51,0006352
87398950	GRAVATAI - RS	A PE NO TREVO, NA PONTE VELHA OU DE BARCO VINDO DA PRAINHA	-51,0006352	-29,9505472	7	RIO GRAVATAI	10/11/2011	2011			1,000	88,37	27	390,00	0,101	0,165	62,84			0,640	0,240		0,880	93,05								25,00	24,50		105,00	5,00			487,50	26,07	145	80,94		1,580	1,631		1,000	1,574	1,513	1,137	1,421	0,000	-29,9505472	-51,0006352
87398950	GRAVATAI - RS	A PE NO TREVO, NA PONTE VELHA OU DE BARCO VINDO DA PRAINHA	-51,0006352	-29,9505472	7	RIO GRAVATAI	21/03/2011	2011			1,000	88,37	40	180,00	0,082	3,110	5,24				0,200				4,400	51,943	45,62					24,00	22,00		60,00	32,13			225,00	32,46	95	85,70	1,915	1,580	1,685		1,000		1,180	1,320	1,428	0,000	-29,9505472	-51,0006352
87398950	GRAVATAI - RS	A PE NO TREVO, NA PONTE VELHA OU DE BARCO VINDO DA PRAINHA	-51,0006352	-29,9505472	7	RIO GRAVATAI	22/09/2011	2011			1,000	88,37	22	160,00	0,068	0,127	69,92				0,160				5,400	57,860	56,03	6,80	87,72			19,00	22,00		72,00	26,45			200,00	33,50	95	85,70	1,983	1,580	1,693	1,711	1,000		1,529	1,300	1,428	0,000	-29,9505472	-51,0006352
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	18/01/2011	2011		65,30	1,000	88,37	33	2400,00	0,030	0,064	83,46				0,060				6,100	73,209	79,26	7,20	92,37			24,90	25,10		86,00	21,08			3000,00	14,27	98	85,57	2,103	1,580	1,490	1,721	1,000		1,556	1,276	1,428	0,000	-29,9838519	-50,7507395
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	11/05/2011	2011		59,70	1,000	88,37	22	110,00	0,039	0,043	88,53				0,100				8,700	87,943	91,57	6,60	82,86			16,20	16,70		22,00	59,70			137,50	36,95	58	85,72	2,155	1,580	1,718	1,699	1,000		1,566	1,387	1,428	0,000	-29,9838519	-50,7507395
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	10/11/2011	2011			1,000	88,37	27	140,00	0,018	0,019	94,71			1,360	0,060		1,420	89,02								25,00	24,50		39,00	45,16			175,00	34,71	69	86,02		1,580	1,702		1,000	1,567	1,576	1,356	1,428	0,000	-29,9838519	-50,7507395
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	22/09/2011	2011			1,000	88,37	20	138,00	0,028	0,061	84,17				0,060				7,600	80,599	86,66	6,80	87,72			18,50	20,40		40,00	44,43			172,50	34,84	62	85,86	2,135	1,580	1,703	1,711	1,000		1,558	1,355	1,428	0,000	-29,9838519	-50,7507395
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	21/03/2011	2011			1,000	88,37	28	115,00	0,034	0,580	28,46				0,030				5,200	60,242	60,09					23,00	26,00		63,00	30,61			143,75	36,53	86	85,98	2,006	1,580	1,716		1,000		1,398	1,315	1,428	0,000	-29,9838519	-50,7507395
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	17/01/2011	2011		234,00	5,000	53,97	38	73000,00	0,625	0,770	21,85				0,170				1,700	22,182	14,67	6,20	69,80			29,60	33,00	0,3	51,00	37,18			91250,00	4,24	177	77,04	1,579	1,580	1,242	1,664	1,175		1,361	1,335	1,416	0,000	-29,9505453	-51,1173349
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	12/09/2011	2011		80,30	2,000	78,12	27	13000,00	0,077	0,179	60,42				0,820				4,000	40,529	30,98	6,50	80,04			16,30	20,00	0,4	63,00	30,61			16250,00	7,32	100	85,47	1,793	1,580	1,348	1,692	1,072		1,507	1,315	1,427	0,000	-29,9505453	-51,1173349
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	02/05/2011	2011		78,00	1,000	88,37	31	9100,00	0,124	0,185	59,41				0,620				5,800	62,783	64,29	6,50	80,04			19,50	18,00	0,5	42,00	43,01			11375,00	8,46	108	84,99	2,029	1,580	1,378	1,692	1,000		1,504	1,351	1,427	0,000	-29,9505453	-51,1173349
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	07/07/2011	2011			2,000	78,12	27	9000,00	0,056	0,151	65,36								9,800	86,207	90,34					10,00	10,00	0,5	32,00	50,58			11250,00	8,50	87	85,96	2,150	1,580	1,379		1,072		1,519	1,369	1,428	0,000	-29,9505453	-51,1173349
87406900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ EM DIRECAO A CACHOEIRINHA	-51,1340348	-29,950645	6	RIO - GRAVATAI	17/01/2011	2011		254,00	7,000	43,28	42	150000,00	0,634	0,726	23,25				9,900				4,000	52,282	46,22	6,50	80,04			29,70	33,00	0,3	39,00	45,16			187500,00	3,00	183	76,20	1,919	1,580	1,179	1,692	1,215		1,370	1,356	1,414	0,000	-29,950645	-51,1340348
87406900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ EM DIRECAO A CACHOEIRINHA	-51,1340348	-29,950645	6	RIO - GRAVATAI	12/09/2011	2011		88,20	3,000	69,06	29	23600,00	0,051	0,089	77,80				1,180				3,800	38,830	29,20	6,40	76,96			16,70	20,00	0,3	64,00	30,11			29500,00	5,80	104	85,25	1,775	1,580	1,302	1,684	1,116		1,546	1,313	1,427	0,000	-29,950645	-51,1340348
87406900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ EM DIRECAO A CACHOEIRINHA	-51,1340348	-29,950645	6	RIO - GRAVATAI	02/05/2011	2011		82,40	13,000	23,76	34	26100,00	0,151	0,259	48,26				0,780				5,100	55,206	51,40	6,50	80,04			19,50	18,00	0,3	45,00	40,97			32625,00	5,59	101	85,42	1,954	1,580	1,294	1,692	1,292		1,474	1,346	1,427	0,000	-29,950645	-51,1340348
87406900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ EM DIRECAO A CACHOEIRINHA	-51,1340348	-29,950645	6	RIO - GRAVATAI	07/07/2011	2011			6,000	48,15	37	86600,00	0,188	0,304	42,53				2,200				9,100	80,049	86,22					10,00	10,00	0,5	36,00	47,41			108250,00	3,00	106	85,12	2,133	1,580	1,179		1,196		1,455	1,362	1,427	0,000	-29,950645	-51,1340348
87409900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ, EM CANOAS	-51,1840353	-29,967144	9	RIO GRAVATAI	17/01/2011	2011		265,00	12,000	26,28	41	150000,00	0,530	0,630	26,58				0,150				3,400	44,118	34,92	6,50	80,04			29,30	33,00	0,3	47,00	39,67			187500,00	3,00	100	85,47	1,829	1,580	1,179	1,692	1,282		1,388	1,342	1,427	0,000	-29,967144	-51,1840353
87409900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ, EM CANOAS	-51,1840353	-29,967144	9	RIO GRAVATAI	04/10/2011	2011		249,00															0,320	3,567	4,32	6,60	82,86			21,00	19,00										1,282	1,580		1,699						0,000	-29,967144	-51,1840353
87409900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ, EM CANOAS	-51,1840353	-29,967144	9	RIO GRAVATAI	02/05/2011	2011		86,00	2,000	78,12	31	27500,00	0,160	0,224	53,24				0,940				5,800	62,887	64,46	6,50	80,04			19,60	18,00	0,4	42,00	43,01			34375,00	5,48	97	85,62	2,030	1,580	1,291	1,692	1,072		1,488	1,351	1,428	0,000	-29,967144	-51,1840353
87409900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ, EM CANOAS	-51,1840353	-29,967144	9	RIO GRAVATAI	07/07/2011	2011			7,000	43,28	31	43500,00	0,145	0,238	51,19				1,660				8,100	71,227	76,76					10,00	10,00	0,5	35,00	48,18			54375,00	4,74	103	85,31	2,092	1,580	1,263		1,215		1,482	1,363	1,427	0,000	-29,967144	-51,1840353
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	06/03/2012	2012		69,10	1,000	88,37	25	200,00	0,059	0,061	84,17			0,660	0,200		0,860	93,20	6,400	78,737	85,11	6,40	76,96			26,30	28,00		34,00	48,97			250,00	31,54	61	85,83	2,129	1,580	1,678	1,684	1,000	1,574	1,558	1,365	1,428	45,423	-29,9338548	-50,6005399
87398950	GRAVATAI - RS	A PE NO TREVO, NA PONTE VELHA OU DE BARCO VINDO DA PRAINHA	-51,0006352	-29,9505472	7	RIO GRAVATAI	06/03/2012	2012		69,07	2,000	78,12	33	500,00	0,089	0,148	65,92			0,900	0,100		1,000	92,14	10,500	132,059	79,86	6,80	87,72			27,50	31,00		54,00	35,41			625,00	24,19	93	85,78	2,106	1,580	1,613	1,711	1,072	1,572	1,520	1,330	1,428	44,650	-29,9505472	-51,0006352
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	04/01/2012	2012		68,20	1,000	88,37	28	727,00	0,079	0,113	72,73			1,020	0,060		1,080	91,53	7,200	86,518	90,56	6,60	82,86			25,00	26,50		43,00	42,32			908,75	21,52	92	85,81	2,151	1,580	1,585	1,699	1,000	1,571	1,535	1,349	1,428	42,520	-29,9338548	-50,6005399
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	06/03/2012	2012		60,90	1,000	88,37	35	50,00	0,054	0,064	83,46			0,065	0,030		0,095	99,23	13,800	175,119	47,00	6,60	82,86			28,00	31,50		61,00	31,61			62,50	44,83	104	85,25	1,924	1,580	1,769	1,699	1,000	1,584	1,556	1,318	1,427	42,374	-29,9507487	-50,9341363
87398950	GRAVATAI - RS	A PE NO TREVO, NA PONTE VELHA OU DE BARCO VINDO DA PRAINHA	-51,0006352	-29,9505472	7	RIO GRAVATAI	04/01/2012	2012		83,30	3,000	69,06	27	2420,00	0,138	0,336	39,08			2,270	0,530		2,800	79,53	6,400	75,554	81,95	6,80	87,72			24,00	25,00		51,00	37,18			3025,00	14,22	107	85,06	2,115	1,580	1,489	1,711	1,116	1,549	1,443	1,335	1,427	40,460	-29,9505472	-51,0006352
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	06/03/2012	2012		53,90	1,000	88,37	31	190,00	0,039	0,061	84,17			0,960	0,020		0,980	92,29	13,100	159,237	47,00	6,40	76,96			25,60	30,50		54,00	35,41			237,50	31,98	55	85,59	1,924	1,580	1,682	1,684	1,000	1,572	1,558	1,330	1,428	40,046	-29,9838519	-50,7507395
87409900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ, EM CANOAS	-51,1840353	-29,967144	9	RIO GRAVATAI	02/01/2012	2012		498,40	14,000	21,42	68,3	325000,00	0,587	1,700	9,42			17,200	18,800		36,000	19,11	6,000	70,684	76,04	6,70	85,42			23,90	27,00	15	45,00	40,97			406250,00	3,00	251	66,74	2,088	1,580	1,179	1,705	1,302	1,343	1,251	1,346	1,399	27,345	-29,967144	-51,1840353
87409900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ, EM CANOAS	-51,1840353	-29,967144	9	RIO GRAVATAI	05/03/2012	2012		160,70	3,000	69,06		5000,00	0,335	0,509	31,30			4,880	2,320		7,200	57,04	0,700	8,958	6,70	6,50	80,04			28,50	32,00	0,3	38,00	45,89			6250,00	10,77	105	85,18	1,382	1,580	1,428	1,692	1,116	1,498	1,411	1,358	1,427	24,135	-29,967144	-51,1840353
87406900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ EM DIRECAO A CACHOEIRINHA	-51,1340348	-29,950645	6	RIO - GRAVATAI	02/01/2012	2012		354,50	15,000	19,24	51,2	249000,00	0,424	1,260	11,48			3,800	21,200		25,000	27,54	2,500	29,626	20,53	6,40	76,96			24,20	28,00	15	54,00	35,41			311250,00	3,00	219	71,19	1,671	1,580	1,179	1,684	1,311	1,393	1,276	1,330	1,407	22,877	-29,950645	-51,1340348
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	24/07/2012	2012		103,50	1,000	88,37	22	144,00	0,066						0,100							7,20	92,37			16,30	15,00		25,00	57,01			180,00	34,45	63	85,89		1,580	1,701	1,721	1,000			1,382	1,428	0,000	-29,9338548	-50,6005399
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	06/11/2012	2012		98,30	2,000	78,12	25	460,00	0,140					0,630	0,080		0,710	94,35				6,90	89,76			23,00	19,00		44,00	41,64			575,00	24,81	90	85,88		1,580	1,619	1,715	1,072	1,576		1,348	1,428	0,000	-29,9338548	-50,6005399
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	09/05/2012	2012		69,20	1,000	88,37	18	150,00	0,030					1,280	0,050		1,330	89,68	6,800	73,547	79,66	7,20	92,37			19,50	21,50		19,00	63,07			187,50	34,08	62	85,86	2,105	1,580	1,698	1,721	1,000	1,568		1,393	1,428	0,000	-29,9338548	-50,6005399
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	04/09/2012	2012			2,000	78,12	27	2420,00	0,118					2,460	0,100		2,560	81,09				7,00	91,54			22,00	19,00		43,00	42,32			3025,00	14,22	72	86,06		1,580	1,489	1,719	1,072	1,552		1,349	1,428	0,000	-29,9338548	-50,6005399
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	06/11/2012	2012		78,60	1,000	88,37	56	30,00	0,241					1,380	0,200		1,580	87,86				7,00	91,54			29,00	25,00		299,00	5,00			37,50	50,38	291	61,17		1,580	1,800	1,719	1,000	1,565		1,137	1,390	0,000	-29,9507487	-50,9341363
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	24/07/2012	2012		61,30	1,000	88,37	33	148,00	0,013					1,190								6,90	89,76			17,70	21,70		42,00	43,01			185,00	34,20	51	85,39		1,580	1,699	1,715	1,000			1,351	1,427	0,000	-29,9507487	-50,9341363
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	04/01/2012	2012		56,00	1,000	88,37	49	580,00	0,533					3,930	0,320		4,250	70,81	6,100	74,704	81,01	7,40	92,47			26,00	23,50		236,00	5,00			725,00	23,11	308	58,81	2,111	1,580	1,602	1,722	1,000	1,531		1,137	1,385	0,000	-29,9507487	-50,9341363
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	09/05/2012	2012		54,50	1,000	88,37	34	55,00	0,027						0,050				6,800	81,779	87,52	6,70	85,42			25,00	26,50		73,00	26,03			68,75	43,83	77	86,08	2,139	1,580	1,763	1,705	1,000			1,298	1,428	0,000	-29,9507487	-50,9341363
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	04/09/2012	2012			5,000	53,97	26	236,00	0,050					2,640	0,100		2,740	79,91				7,00	91,54			20,30	22,50		61,00	31,61			295,00	30,13	132	82,70		1,580	1,667	1,719	1,175	1,550		1,318	1,424	0,000	-29,9507487	-50,9341363
87398950	GRAVATAI - RS	A PE NO TREVO, NA PONTE VELHA OU DE BARCO VINDO DA PRAINHA	-51,0006352	-29,9505472	7	RIO GRAVATAI	06/11/2012	2012		84,00	1,000	88,37	45	613,00	0,259					1,660	0,400		2,060	84,47				6,80	87,72			24,50	25,50		230,00	5,00			766,25	22,71	221	70,91		1,580	1,598	1,711	1,000	1,558		1,137	1,406	0,000	-29,9505472	-51,0006352
87398950	GRAVATAI - RS	A PE NO TREVO, NA PONTE VELHA OU DE BARCO VINDO DA PRAINHA	-51,0006352	-29,9505472	7	RIO GRAVATAI	24/07/2012	2012		69,00	1,000	88,37	32	256,00	0,066					9,380	0,120		9,500	50,00				7,00	91,54			17,70	22,00		41,00	43,72			320,00	29,45	45	85,02		1,580	1,661	1,719	1,000	1,479		1,353	1,427	0,000	-29,9505472	-51,0006352
87398950	GRAVATAI - RS	A PE NO TREVO, NA PONTE VELHA OU DE BARCO VINDO DA PRAINHA	-51,0006352	-29,9505472	7	RIO GRAVATAI	09/05/2012	2012		65,40	2,000	78,12	33	1990,00	0,088					2,860	0,180		3,040	77,99	5,200	61,958	62,94	6,40	76,96			24,50	27,00		73,00	26,03			2487,50	15,28	104	85,25	2,022	1,580	1,505	1,684	1,072	1,546		1,298	1,427	0,000	-29,9505472	-51,0006352
87398950	GRAVATAI - RS	A PE NO TREVO, NA PONTE VELHA OU DE BARCO VINDO DA PRAINHA	-51,0006352	-29,9505472	7	RIO GRAVATAI	04/09/2012	2012			2,000	78,12	26	250,00	0,078					3,320	0,200		3,520	75,04				7,00	91,54			20,50	23,50		65,00	29,63			312,50	29,65	128	83,17		1,580	1,663	1,719	1,072	1,540		1,311	1,424	0,000	-29,9505472	-51,0006352
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	06/11/2012	2012		78,90	1,000	88,37	43	190,00	0,098					1,170	0,050		1,220	90,49				7,00	91,54			23,00	21,50		84,00	21,78			237,50	31,98	101	85,42		1,580	1,682	1,719	1,000	1,569		1,280	1,427	0,000	-29,9838519	-50,7507395
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	04/01/2012	2012		62,70	1,000	88,37	25	460,00	0,073	0,109	73,55								5,600	64,876	67,62	7,20	92,37			23,00	24,00		108,00	5,00			575,00	24,81	109	84,92	2,047	1,580	1,619	1,721	1,000		1,537	1,137	1,427	0,000	-29,9838519	-50,7507395
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	24/07/2012	2012		55,30	1,000	88,37	26	80,00						1,250	0,100		1,350	89,53				7,10	92,03			16,70	20,20		26,00	55,75			100,00	40,03	74	86,08		1,580	1,739	1,721	1,000	1,567		1,379	1,428	0,000	-29,9838519	-50,7507395
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	09/05/2012	2012		51,70	1,000	88,37	21	235,00	0,036					1,140	0,030		1,170	90,86	5,800	65,293	68,26	6,60	82,86			21,50	25,00		43,00	42,32			293,75	30,16	90	85,88	2,050	1,580	1,667	1,699	1,000	1,570		1,349	1,428	0,000	-29,9838519	-50,7507395
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	04/09/2012	2012			1,000	88,37	27	205,00						1,720	0,200		1,920	85,44				7,00	91,54			16,70	22,00		34,00	48,97			256,25	31,33	94	85,74		1,580	1,676	1,719	1,000	1,560		1,365	1,428	0,000	-29,9838519	-50,7507395
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	02/01/2012	2012		270,50	11,000	29,03	36	198600,00	0,514	0,677	24,91				9,120				5,000	59,582	58,98	6,40	76,96			24,50	29,50	10	76,00	24,79			248250,00	3,00	187	75,65	2,000	1,580	1,179	1,684	1,271		1,379	1,293	1,414	0,000	-29,9505453	-51,1173349
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	07/05/2012	2012		218,00	7,000	43,28	39	99000,00	0,853					19,700	2,260		21,960	30,53	0,200	2,182	3,78	6,70	85,42			19,90	24,00	0,3	48,00	39,03			123750,00	3,00	107	85,06	1,254	1,580	1,179	1,705	1,215	1,408		1,341	1,427	0,000	-29,9505453	-51,1173349
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	07/11/2012	2012		200,50	6,000	48,15	48	1400000,00	0,471					0,300	8,300		8,600	52,37				7,00	91,54			26,30	27,00	0,3	131,00	5,00			1750000,00	3,00	195	74,53		1,580	1,179	1,719	1,196	1,486		1,137	1,412	0,000	-29,9505453	-51,1173349
